@relation solicitantes

@attribute edad_del_peticionario real
@attribute nivel_de_estudios {ninguno, licenciatura, posgrado}
@attribute nivel_de_renta {alto, medio, bajo}
@attribute patrimonio {alto, medio, bajo}
@attribute numero_de_hijos real
@attribute tamano_del_credito real
@attribute funcionario {si, no}
@attribute autorizado {si, no}

@data
40,ninguno,bajo,bajo,5,8475,no,no
56,posgrado,medio,bajo,2,13989,si,si
54,ninguno,bajo,medio,4,11200,no,no
29,licenciatura,medio,medio,1,61634,si,si
47,ninguno,bajo,medio,3,7048,si,no
40,licenciatura,alto,medio,1,82234,si,si
38,ninguno,medio,medio,0,68727,si,no
36,ninguno,medio,medio,3,55200,si,si
51,posgrado,alto,medio,2,70338,si,si
30,licenciatura,medio,bajo,0,15718,si,si
53,posgrado,medio,medio,0,75815,si,si
24,licenciatura,bajo,bajo,3,5756,no,no
58,ninguno,medio,medio,3,28227,si,si
53,ninguno,medio,medio,0,68294,no,no
20,licenciatura,medio,bajo,3,43510,si,no
42,ninguno,bajo,bajo,3,9821,no,no
35,licenciatura,medio,bajo,1,5231,si,si
54,posgrado,medio,medio,3,22441,si,si
50,ninguno,bajo,bajo,4,9443,no,no
24,licenciatura,bajo,medio,4,16603,si,no
43,ninguno,bajo,medio,6,7517,no,no
51,posgrado,medio,alto,2,43948,si,si
39,licenciatura,medio,medio,2,53659,si,si
34,ninguno,bajo,bajo,5,2255,si,no
39,licenciatura,alto,medio,1,95389,si,si
46,ninguno,bajo,bajo,4,2134,no,si
31,licenciatura,medio,medio,3,96756,si,no
40,licenciatura,medio,bajo,3,7732,si,si
60,posgrado,alto,bajo,1,49059,si,si
39,ninguno,medio,bajo,1,84923,si,no
53,ninguno,bajo,bajo,1,10169,no,no
36,licenciatura,medio,alto,1,39618,si,si
25,licenciatura,bajo,bajo,3,10705,no,no
45,ninguno,bajo,bajo,1,16644,no,no
41,posgrado,alto,medio,2,43087,si,si
20,ninguno,medio,alto,0,5478,si,si
52,posgrado,bajo,bajo,3,9160,no,si
25,licenciatura,bajo,medio,5,18640,si,no
41,ninguno,bajo,bajo,3,16341,no,no
28,licenciatura,medio,bajo,2,68248,si,si
25,licenciatura,medio,bajo,0,82846,si,si
36,licenciatura,medio,alto,0,58092,si,si
27,licenciatura,medio,alto,2,8068,si,si
43,ninguno,bajo,bajo,3,19747,no,no
29,licenciatura,medio,medio,1,95886,si,no
26,ninguno,bajo,medio,6,7019,no,si
60,ninguno,bajo,bajo,3,12643,no,no
54,ninguno,bajo,bajo,3,1823,no,no
55,posgrado,medio,medio,0,23049,si,si
27,ninguno,bajo,medio,6,8345,si,no
31,licenciatura,medio,bajo,2,38238,si,si
41,ninguno,medio,medio,3,80080,si,si
22,licenciatura,bajo,medio,5,9642,no,no
35,licenciatura,medio,medio,3,61867,si,no
35,ninguno,bajo,bajo,3,3450,no,no
58,ninguno,bajo,bajo,1,16424,no,no
29,licenciatura,bajo,medio,5,5821,si,si
42,ninguno,bajo,bajo,2,10504,no,si
31,licenciatura,medio,medio,2,57658,si,si
38,licenciatura,medio,bajo,0,13592,si,si
48,ninguno,bajo,bajo,3,2503,no,si
60,ninguno,bajo,bajo,6,11809,no,no
26,licenciatura,medio,medio,1,95847,si,no
23,ninguno,medio,bajo,3,40422,si,si
22,ninguno,bajo,bajo,1,16504,no,no
45,ninguno,bajo,bajo,2,4053,no,si
55,ninguno,bajo,bajo,4,10600,no,no
35,ninguno,medio,medio,2,1837,si,si
20,licenciatura,medio,alto,1,96762,si,si
51,ninguno,bajo,bajo,2,11404,no,no
59,posgrado,alto,bajo,2,44133,si,si
56,ninguno,bajo,bajo,5,19066,no,no
41,ninguno,bajo,medio,5,2852,no,no
42,ninguno,bajo,bajo,2,5407,no,no
23,posgrado,medio,bajo,3,25427,no,no
41,posgrado,alto,bajo,1,18384,si,no
58,ninguno,medio,alto,2,54531,si,si
30,licenciatura,bajo,medio,2,10550,si,no
26,licenciatura,medio,bajo,3,54153,si,si
39,ninguno,medio,bajo,0,48399,si,si
35,licenciatura,medio,bajo,2,29921,si,si
49,ninguno,bajo,bajo,1,9411,si,no
60,ninguno,bajo,bajo,1,4260,no,no
40,ninguno,medio,medio,3,73808,si,si
58,ninguno,bajo,medio,6,17573,si,si
57,posgrado,medio,medio,0,43568,si,no
43,ninguno,bajo,bajo,3,3331,no,no
42,posgrado,medio,medio,3,91818,si,si
26,licenciatura,medio,alto,3,12420,si,si
33,ninguno,alto,alto,0,36337,si,si
57,ninguno,bajo,bajo,6,1883,no,no
30,ninguno,bajo,bajo,6,6882,si,si
39,licenciatura,medio,medio,1,75973,si,si
22,licenciatura,medio,medio,1,36345,si,si
29,ninguno,medio,bajo,1,914,si,si
48,posgrado,medio,bajo,1,51667,no,no
52,ninguno,medio,alto,0,49029,no,no
46,ninguno,bajo,bajo,3,17668,no,no
24,licenciatura,medio,bajo,3,33991,si,si
26,ninguno,bajo,bajo,5,12654,no,no
60,ninguno,medio,alto,2,74347,si,no
26,licenciatura,medio,bajo,2,60035,no,no
55,ninguno,bajo,bajo,4,11947,no,no
48,ninguno,bajo,bajo,3,17062,no,no
43,ninguno,medio,medio,2,80723,si,si
38,licenciatura,medio,medio,2,84185,si,no
56,posgrado,medio,bajo,1,60165,si,si
49,ninguno,bajo,bajo,5,8903,no,si
50,posgrado,medio,alto,0,5390,no,si
55,ninguno,bajo,bajo,6,16022,no,no
57,ninguno,medio,medio,1,32430,si,si
50,ninguno,bajo,bajo,3,7774,no,no
53,ninguno,bajo,bajo,1,3011,no,no
32,licenciatura,medio,medio,0,46551,si,si
42,posgrado,medio,medio,3,44940,si,si
57,ninguno,bajo,bajo,3,15806,no,no
28,posgrado,medio,bajo,2,59803,si,si
32,licenciatura,bajo,bajo,1,15159,no,si
58,ninguno,medio,medio,3,57466,si,si
44,ninguno,bajo,medio,5,5823,no,no
48,ninguno,bajo,bajo,6,15545,no,no
21,licenciatura,medio,medio,2,96687,si,si
28,posgrado,medio,alto,1,7865,si,si
22,licenciatura,medio,bajo,0,54602,si,si
60,ninguno,bajo,bajo,3,1773,no,no
58,posgrado,alto,bajo,3,72398,no,no
35,ninguno,medio,alto,1,31064,si,si
60,ninguno,bajo,bajo,1,7834,no,no
28,licenciatura,alto,alto,1,32272,si,si
23,licenciatura,bajo,medio,5,12533,si,no
51,ninguno,bajo,bajo,5,15636,no,no
53,ninguno,bajo,bajo,1,7992,si,no
52,posgrado,alto,alto,3,42873,si,si
57,ninguno,bajo,bajo,5,11151,no,no
32,ninguno,bajo,bajo,5,4883,no,no
53,ninguno,bajo,bajo,5,9655,no,no
56,ninguno,bajo,bajo,4,7225,no,no
57,ninguno,bajo,bajo,4,4984,si,si
20,licenciatura,medio,medio,2,44144,si,si
25,licenciatura,alto,bajo,0,69980,si,si
46,ninguno,bajo,bajo,6,1515,no,no
22,ninguno,medio,medio,3,91653,si,si
23,licenciatura,medio,medio,3,43677,si,si
33,ninguno,alto,bajo,0,43242,si,si
40,licenciatura,medio,medio,2,17403,si,si
32,licenciatura,medio,bajo,0,66297,no,no
27,licenciatura,medio,alto,1,12418,no,si
34,licenciatura,bajo,bajo,1,6297,no,no
54,ninguno,bajo,bajo,1,5874,no,si
29,licenciatura,alto,alto,2,66389,si,si
26,licenciatura,medio,alto,2,62211,si,si
41,posgrado,bajo,bajo,3,11750,si,si
25,licenciatura,medio,medio,1,9331,si,si
49,ninguno,bajo,bajo,4,5440,no,si
37,posgrado,bajo,medio,5,13105,no,no
24,licenciatura,medio,bajo,1,50016,si,si
22,licenciatura,bajo,bajo,5,2023,no,no
22,licenciatura,medio,alto,0,24742,si,si
33,licenciatura,medio,bajo,1,63332,si,si
27,licenciatura,medio,bajo,2,94244,si,no
49,posgrado,medio,alto,1,72265,si,si
55,ninguno,medio,alto,2,99968,si,si
31,licenciatura,medio,alto,0,63146,si,si
42,ninguno,bajo,bajo,6,7945,no,no
40,licenciatura,medio,medio,0,12326,si,si
35,licenciatura,bajo,bajo,4,9393,si,si
25,licenciatura,medio,bajo,1,95409,si,si
35,ninguno,bajo,medio,2,6315,no,si
21,ninguno,medio,alto,1,87276,si,si
54,ninguno,bajo,bajo,3,4166,no,no
55,posgrado,medio,alto,0,58117,si,si
57,posgrado,alto,alto,3,84879,si,si
55,posgrado,bajo,bajo,4,8598,no,no
32,licenciatura,medio,medio,3,44682,si,si
57,ninguno,bajo,bajo,1,5025,no,no
38,licenciatura,medio,medio,0,50412,si,si
38,licenciatura,alto,bajo,0,7193,si,si
45,ninguno,medio,medio,1,68929,si,no
50,ninguno,medio,alto,0,35633,no,no
20,licenciatura,medio,medio,1,77507,si,si
33,ninguno,medio,medio,0,58624,si,si
30,licenciatura,bajo,bajo,4,12496,no,no
53,posgrado,bajo,bajo,3,17502,no,no
46,posgrado,medio,bajo,2,4691,si,si
53,posgrado,alto,alto,1,32544,si,si
43,ninguno,medio,bajo,0,7842,si,no
56,ninguno,bajo,bajo,5,4075,no,no
56,posgrado,medio,bajo,3,2300,si,si
51,ninguno,bajo,bajo,1,13547,no,no
28,licenciatura,medio,medio,2,69052,si,si
31,ninguno,bajo,bajo,5,16653,si,no
55,ninguno,bajo,bajo,3,14963,no,no
25,licenciatura,medio,bajo,1,59728,si,si
35,licenciatura,medio,alto,0,77237,si,si
40,licenciatura,medio,bajo,0,67259,si,si
23,licenciatura,alto,medio,1,43131,si,si
53,posgrado,medio,bajo,0,84008,si,si
50,ninguno,bajo,medio,6,6161,si,si
27,licenciatura,medio,medio,2,27749,no,no
34,licenciatura,medio,alto,2,2521,si,si
42,posgrado,medio,medio,2,43398,si,si
24,ninguno,medio,bajo,0,74037,si,si
28,licenciatura,alto,medio,1,57984,no,si
33,licenciatura,bajo,bajo,6,3396,no,no
53,ninguno,bajo,bajo,5,16359,si,no
26,licenciatura,medio,medio,3,63780,si,si
55,ninguno,bajo,bajo,6,1184,no,no
49,posgrado,medio,bajo,0,7372,si,si
60,posgrado,alto,bajo,3,79138,si,si
55,posgrado,medio,medio,1,98347,si,si
48,posgrado,medio,alto,2,97587,no,no
52,ninguno,bajo,bajo,2,8510,no,no
60,ninguno,bajo,bajo,6,7883,no,no
47,ninguno,bajo,bajo,6,5657,no,no
32,licenciatura,bajo,bajo,3,5615,no,no
28,ninguno,medio,alto,3,82574,si,no
23,licenciatura,alto,alto,0,56871,si,si
48,ninguno,medio,medio,2,44323,no,si
59,ninguno,bajo,bajo,6,5164,no,no
60,posgrado,medio,medio,0,3690,si,si
37,ninguno,medio,bajo,0,90077,si,no
39,ninguno,medio,medio,0,98407,si,si
47,posgrado,medio,alto,1,35069,si,si
23,licenciatura,bajo,medio,4,4752,no,no
57,ninguno,medio,alto,1,4625,si,si
50,posgrado,medio,medio,3,55232,si,si
59,ninguno,bajo,bajo,3,17094,no,no
58,posgrado,medio,bajo,3,51644,no,no
24,licenciatura,bajo,bajo,1,9692,no,no
59,ninguno,bajo,bajo,5,6875,no,no
20,licenciatura,medio,medio,3,21439,si,no
51,posgrado,medio,bajo,1,71561,si,si
21,licenciatura,alto,medio,3,28062,si,si
47,ninguno,alto,medio,0,51651,si,si
50,ninguno,bajo,bajo,6,11886,no,si
51,ninguno,bajo,bajo,6,13823,si,no
30,ninguno,bajo,bajo,4,7305,si,no
45,posgrado,medio,bajo,3,28201,no,no
53,ninguno,bajo,bajo,3,528,si,si
21,licenciatura,alto,alto,0,51319,si,si
58,ninguno,bajo,bajo,3,2412,no,no
58,ninguno,bajo,bajo,1,7755,no,no
27,licenciatura,medio,medio,1,25431,si,si
29,licenciatura,bajo,medio,4,19328,no,no
58,ninguno,bajo,bajo,5,17980,no,no
43,ninguno,medio,medio,0,67448,si,si
20,licenciatura,medio,bajo,3,58462,si,si
37,licenciatura,medio,medio,0,20606,no,no
25,licenciatura,bajo,bajo,2,16127,si,si
37,licenciatura,medio,alto,3,99525,si,si
33,ninguno,medio,bajo,3,95878,si,si
29,licenciatura,medio,bajo,2,2186,si,si
44,ninguno,bajo,bajo,4,8401,no,no
29,licenciatura,medio,alto,2,71589,si,si
31,licenciatura,alto,alto,1,71610,si,si
34,licenciatura,medio,bajo,0,23916,si,si
55,ninguno,bajo,bajo,5,17052,no,no
38,licenciatura,medio,medio,1,44233,si,si
53,posgrado,alto,medio,1,5951,si,si
31,licenciatura,bajo,bajo,2,19250,no,no
47,ninguno,bajo,bajo,4,16823,si,si
51,ninguno,bajo,bajo,1,5272,si,si
23,licenciatura,bajo,bajo,3,8031,si,no
40,ninguno,medio,medio,0,36475,no,no
60,posgrado,medio,alto,0,34839,si,no
42,posgrado,medio,medio,3,67562,si,si
31,ninguno,medio,alto,0,60905,si,si
60,posgrado,bajo,medio,2,3984,no,no
23,licenciatura,medio,alto,1,90474,si,si
21,ninguno,medio,bajo,2,19720,si,si
22,licenciatura,medio,alto,3,46863,si,si
56,ninguno,bajo,bajo,3,15575,no,no
46,ninguno,bajo,bajo,4,15204,no,no
40,licenciatura,medio,alto,2,91865,si,si
53,ninguno,medio,medio,3,37673,si,si
45,ninguno,medio,medio,3,28035,si,si
60,posgrado,medio,medio,0,58888,si,si
58,ninguno,bajo,bajo,3,8677,no,no
21,licenciatura,medio,alto,2,54091,si,si
32,ninguno,bajo,medio,3,12777,si,no
33,ninguno,bajo,bajo,6,9110,si,si
59,ninguno,medio,medio,0,65069,si,si
40,licenciatura,medio,medio,2,55586,si,si
44,ninguno,bajo,bajo,1,5256,no,no
23,licenciatura,bajo,bajo,4,13123,no,si
26,ninguno,bajo,bajo,1,6485,si,si
33,licenciatura,medio,medio,1,55710,si,si
38,licenciatura,alto,medio,2,89801,no,no
33,ninguno,alto,alto,2,5350,si,si
45,ninguno,bajo,bajo,2,14352,si,no
51,ninguno,bajo,bajo,6,8457,no,si
57,ninguno,medio,medio,1,92395,si,si
32,licenciatura,bajo,bajo,4,4015,no,no
52,posgrado,alto,medio,3,8550,si,si
50,ninguno,bajo,bajo,5,1833,no,no
33,ninguno,bajo,bajo,4,15758,no,no
59,ninguno,bajo,bajo,3,17959,si,si
52,ninguno,medio,alto,3,38515,si,no
52,ninguno,bajo,bajo,2,7866,no,no
51,ninguno,bajo,alto,2,14995,si,no
38,licenciatura,medio,alto,2,96189,si,no
59,ninguno,bajo,bajo,2,18192,no,no
29,licenciatura,bajo,bajo,5,10363,si,no
22,licenciatura,medio,alto,1,75129,si,no
21,licenciatura,medio,medio,1,84566,si,si
45,ninguno,medio,medio,2,21305,si,si
60,ninguno,bajo,bajo,4,6824,no,no
54,ninguno,medio,bajo,3,46709,no,no
45,ninguno,bajo,bajo,2,17425,no,no
36,licenciatura,medio,bajo,2,53497,si,si
37,licenciatura,alto,medio,1,12834,si,no
59,ninguno,bajo,medio,4,1706,si,no
57,ninguno,bajo,bajo,4,12187,no,no
45,ninguno,bajo,bajo,6,7348,si,no
34,licenciatura,medio,alto,2,19332,si,si
29,ninguno,medio,bajo,1,31373,si,si
55,ninguno,bajo,bajo,2,2994,no,no
30,licenciatura,bajo,bajo,4,2535,no,no
33,ninguno,medio,alto,1,83051,si,si
53,ninguno,bajo,bajo,3,14652,si,no
26,licenciatura,medio,alto,2,6045,si,si
55,ninguno,bajo,bajo,4,8385,no,no
31,licenciatura,medio,alto,2,12422,si,si
34,licenciatura,medio,medio,3,73994,si,si
49,ninguno,bajo,bajo,6,2001,no,no
35,ninguno,medio,medio,2,41726,si,si
32,ninguno,alto,bajo,2,51613,si,si
58,ninguno,bajo,bajo,2,16272,no,no
39,licenciatura,alto,medio,3,32397,si,si
39,licenciatura,medio,medio,2,12111,si,si
35,licenciatura,medio,bajo,3,15389,si,si
20,licenciatura,medio,bajo,1,33356,si,si
50,ninguno,medio,medio,0,76450,si,si
31,ninguno,medio,medio,2,5555,si,si
33,licenciatura,medio,medio,3,62782,si,si
59,ninguno,bajo,bajo,1,1190,no,no
34,licenciatura,medio,medio,0,92266,no,no
20,licenciatura,medio,medio,2,57507,si,si
39,ninguno,medio,medio,0,36902,si,si
41,posgrado,medio,medio,0,34573,si,si
27,licenciatura,bajo,bajo,5,17056,no,no
42,posgrado,bajo,bajo,6,18754,no,no
20,licenciatura,medio,bajo,0,95363,si,si
30,licenciatura,bajo,bajo,2,19497,si,no
25,licenciatura,medio,alto,1,4705,si,si
54,posgrado,medio,medio,3,85320,si,si
50,ninguno,medio,alto,1,31373,si,no
38,licenciatura,bajo,bajo,2,11827,si,no
31,ninguno,medio,alto,2,52732,si,no
51,ninguno,bajo,bajo,6,11378,no,no
28,ninguno,bajo,bajo,1,17867,si,si
25,licenciatura,medio,alto,2,28906,si,no
46,ninguno,bajo,bajo,2,16558,no,no
36,licenciatura,bajo,bajo,1,1220,no,no
29,posgrado,medio,medio,3,42185,si,si
52,ninguno,bajo,bajo,4,6194,no,no
34,ninguno,medio,bajo,0,73594,si,si
46,ninguno,medio,alto,1,23484,si,no
47,posgrado,medio,alto,3,35008,si,si
24,ninguno,medio,alto,1,35424,si,si
60,posgrado,medio,alto,0,3580,si,si
54,ninguno,bajo,bajo,5,18136,si,si
30,licenciatura,alto,medio,1,65131,si,no
60,ninguno,bajo,bajo,1,13155,no,no
46,ninguno,bajo,bajo,4,10749,no,no
23,licenciatura,bajo,bajo,4,9972,no,no
43,ninguno,medio,medio,1,84390,si,no
26,licenciatura,alto,medio,1,63332,si,si
36,licenciatura,bajo,bajo,4,7732,no,no
58,ninguno,medio,bajo,3,96967,si,no
60,posgrado,medio,alto,3,54630,si,si
57,ninguno,bajo,bajo,3,14702,no,no
44,ninguno,bajo,bajo,5,9390,no,no
48,ninguno,medio,medio,3,80529,si,no
45,ninguno,bajo,bajo,6,14782,no,no
24,ninguno,bajo,medio,3,830,no,no
31,licenciatura,medio,alto,0,42290,si,si
21,licenciatura,medio,bajo,0,43275,si,si
46,ninguno,bajo,bajo,1,5083,no,si
50,posgrado,alto,medio,0,97767,si,si
54,ninguno,medio,alto,2,58312,si,si
31,licenciatura,medio,medio,1,54616,no,no
33,licenciatura,medio,medio,1,97880,si,no
40,licenciatura,medio,bajo,0,61189,no,no
41,posgrado,alto,bajo,2,31145,si,si
23,ninguno,bajo,alto,6,7168,si,si
30,ninguno,bajo,medio,6,13062,no,si
24,licenciatura,medio,bajo,0,10561,si,si
28,licenciatura,medio,bajo,1,64812,si,si
43,posgrado,medio,medio,3,94472,si,no
55,posgrado,medio,medio,0,40056,si,si
33,licenciatura,bajo,bajo,5,11282,no,no
58,ninguno,bajo,bajo,1,15242,no,no
58,posgrado,medio,medio,1,91384,si,si
47,ninguno,bajo,bajo,4,13598,no,no
60,posgrado,medio,alto,1,22920,si,si
60,ninguno,alto,medio,0,14606,si,si
20,licenciatura,medio,medio,2,73131,si,si
54,ninguno,bajo,bajo,6,7185,no,no
54,ninguno,bajo,bajo,3,11204,no,no
39,ninguno,bajo,bajo,5,14164,no,si
24,licenciatura,medio,medio,3,61485,si,no
41,ninguno,bajo,bajo,5,4736,no,no
59,ninguno,bajo,bajo,1,5322,no,no
46,ninguno,bajo,bajo,4,5733,no,no
55,ninguno,bajo,bajo,1,14098,no,no
54,posgrado,alto,medio,2,31887,si,si
32,ninguno,bajo,bajo,2,12721,no,no
40,licenciatura,bajo,bajo,6,5840,no,no
48,posgrado,medio,alto,2,91215,si,si
26,licenciatura,bajo,bajo,3,6255,si,si
51,ninguno,bajo,bajo,2,513,no,si
29,licenciatura,medio,alto,2,52710,no,si
47,ninguno,bajo,bajo,6,5844,no,no
26,licenciatura,bajo,bajo,1,976,no,no
43,ninguno,alto,medio,2,95230,si,si
29,licenciatura,medio,alto,3,44602,si,si
23,licenciatura,medio,bajo,1,92635,si,si
38,licenciatura,medio,alto,0,2604,si,si
51,ninguno,medio,medio,3,7241,no,no
30,ninguno,alto,alto,1,66109,si,si
59,ninguno,bajo,bajo,2,10155,no,no
46,posgrado,alto,alto,1,56962,no,no
23,licenciatura,medio,bajo,0,78722,no,si
58,posgrado,medio,medio,2,5714,si,si
28,licenciatura,bajo,medio,3,9741,si,no
22,licenciatura,medio,alto,0,2131,si,si
41,posgrado,medio,bajo,0,55416,no,no
56,posgrado,bajo,bajo,1,17421,si,si
46,posgrado,medio,medio,2,80355,si,si
21,licenciatura,medio,bajo,0,14237,si,si
42,ninguno,medio,alto,1,87619,si,si
35,licenciatura,alto,medio,2,46570,si,si
56,ninguno,bajo,bajo,4,1925,no,no
57,posgrado,medio,bajo,3,16599,si,no
31,licenciatura,bajo,medio,2,1507,si,no
52,ninguno,bajo,bajo,5,12187,no,no
22,ninguno,bajo,medio,5,2877,si,si
24,licenciatura,bajo,bajo,5,3554,no,no
40,licenciatura,medio,medio,3,77317,si,si
21,licenciatura,medio,alto,2,98533,si,si
32,licenciatura,medio,bajo,3,16826,si,si
40,licenciatura,medio,medio,0,9801,no,no
37,licenciatura,medio,medio,0,16037,si,si
38,ninguno,bajo,bajo,4,16718,no,no
25,licenciatura,bajo,medio,3,6765,no,no
54,posgrado,medio,medio,1,40177,si,no
33,ninguno,bajo,bajo,3,10894,no,no
36,licenciatura,medio,medio,3,42913,si,no
32,licenciatura,bajo,medio,6,4856,si,si
51,posgrado,medio,medio,0,48989,si,si
20,licenciatura,bajo,bajo,2,6004,no,si
21,licenciatura,medio,bajo,2,13847,si,no
34,ninguno,bajo,bajo,1,12811,no,no
48,ninguno,medio,medio,2,78594,si,no
55,posgrado,alto,medio,3,63224,no,no
33,licenciatura,medio,alto,0,98483,si,si
52,ninguno,alto,medio,3,22193,si,no
57,ninguno,bajo,bajo,1,13070,no,no
31,ninguno,medio,bajo,0,35845,no,si
48,posgrado,medio,alto,3,93086,si,si
26,licenciatura,medio,bajo,1,56290,si,si
48,ninguno,bajo,bajo,2,1844,si,si
30,licenciatura,bajo,bajo,3,10663,no,no
35,ninguno,medio,bajo,0,33323,si,si
24,ninguno,medio,alto,0,51511,si,si
37,ninguno,medio,alto,2,51309,si,si
25,ninguno,medio,bajo,2,26187,si,no
31,licenciatura,medio,bajo,0,3698,si,si
59,posgrado,medio,medio,2,46275,si,si
49,ninguno,bajo,bajo,3,3647,no,no
35,licenciatura,medio,alto,0,69048,si,si
24,licenciatura,medio,bajo,2,86876,si,si
40,ninguno,bajo,bajo,1,14802,no,no
20,licenciatura,alto,alto,3,2346,si,si
49,ninguno,bajo,bajo,1,4983,no,no
49,posgrado,alto,bajo,1,42332,si,si
21,licenciatura,bajo,bajo,6,17285,no,no
47,ninguno,bajo,bajo,5,909,no,si
30,licenciatura,medio,bajo,3,84995,si,si
34,licenciatura,medio,alto,3,20306,si,si
25,licenciatura,medio,alto,1,23103,si,si
41,ninguno,bajo,bajo,3,19276,no,no
47,ninguno,medio,medio,0,65644,si,si
58,posgrado,medio,alto,3,84915,si,si
23,licenciatura,medio,alto,0,56389,si,si
38,ninguno,medio,bajo,3,25928,si,si
20,licenciatura,bajo,bajo,6,16723,no,no
43,ninguno,bajo,bajo,3,5583,no,no
25,licenciatura,medio,bajo,3,58818,si,si
57,ninguno,medio,medio,2,78996,si,no
24,licenciatura,medio,alto,3,2796,si,si
20,licenciatura,medio,bajo,1,45465,si,si
59,posgrado,bajo,bajo,5,12715,no,no
43,ninguno,bajo,bajo,3,10672,si,si
31,licenciatura,medio,medio,1,76237,si,si
29,licenciatura,medio,medio,3,64361,si,si
31,licenciatura,medio,bajo,0,71623,si,si
26,ninguno,medio,bajo,0,96457,si,si
40,licenciatura,medio,alto,3,51733,si,no
60,ninguno,bajo,bajo,2,7007,si,no
22,licenciatura,medio,alto,3,37838,si,si
59,ninguno,bajo,bajo,2,7018,no,si
42,posgrado,medio,medio,1,15121,si,si
55,ninguno,bajo,bajo,5,15744,no,no
53,posgrado,medio,medio,2,15873,si,si
26,licenciatura,bajo,bajo,4,17484,no,no
52,ninguno,bajo,bajo,4,15851,no,si
39,ninguno,bajo,bajo,3,16808,no,no
32,licenciatura,alto,alto,1,25267,si,si
34,licenciatura,bajo,bajo,5,16846,no,no
24,licenciatura,medio,medio,1,90690,si,si
53,ninguno,bajo,bajo,2,17994,no,no
43,ninguno,bajo,bajo,3,18480,no,no
51,ninguno,bajo,bajo,5,1001,no,no
36,licenciatura,medio,medio,3,62431,si,si
59,ninguno,medio,bajo,0,99726,si,no
33,ninguno,medio,medio,3,94597,si,si
33,ninguno,medio,medio,0,46548,si,si
51,ninguno,medio,bajo,1,79817,si,no
25,licenciatura,bajo,bajo,4,18700,no,si
44,posgrado,medio,bajo,2,49646,no,si
52,ninguno,bajo,bajo,5,17579,no,no
21,licenciatura,medio,alto,3,37149,si,si
45,ninguno,medio,medio,2,20765,si,si
46,ninguno,bajo,bajo,1,2433,no,no
54,ninguno,bajo,bajo,2,4115,no,no
41,ninguno,bajo,bajo,3,11666,no,no
24,ninguno,medio,medio,1,17489,si,si
33,licenciatura,medio,bajo,0,30852,no,no
44,ninguno,bajo,medio,6,6343,no,no
20,licenciatura,medio,medio,0,92424,si,si
51,ninguno,bajo,bajo,3,2351,no,no
47,ninguno,medio,alto,0,30403,si,si
52,ninguno,bajo,bajo,2,6655,no,no
36,licenciatura,medio,medio,2,75876,si,si
40,posgrado,medio,alto,0,91051,si,no
60,posgrado,medio,medio,3,33481,si,si
37,licenciatura,bajo,bajo,4,15580,si,si
23,licenciatura,bajo,bajo,1,3257,no,no
35,licenciatura,medio,bajo,1,45958,si,no
56,ninguno,bajo,bajo,2,13570,no,no
60,ninguno,bajo,bajo,1,1010,no,no
30,licenciatura,medio,medio,3,73828,si,no
20,licenciatura,medio,medio,0,63079,si,no
22,licenciatura,medio,alto,2,68979,si,no
28,ninguno,bajo,bajo,2,13583,no,no
32,ninguno,alto,alto,1,83512,si,si
59,ninguno,bajo,bajo,5,1954,no,no
22,licenciatura,medio,bajo,2,25867,si,si
45,posgrado,medio,alto,0,66758,si,si
33,ninguno,medio,bajo,0,53205,si,si
35,ninguno,medio,bajo,3,81680,si,si
45,ninguno,bajo,bajo,3,13503,no,no
35,licenciatura,medio,alto,1,60936,si,no
30,licenciatura,medio,medio,3,63168,si,no
43,ninguno,bajo,bajo,3,16372,no,no
28,licenciatura,bajo,bajo,5,3478,no,no
58,ninguno,bajo,bajo,3,14935,si,no
28,licenciatura,bajo,medio,3,6640,no,no
52,ninguno,bajo,bajo,2,1671,no,no
49,ninguno,bajo,bajo,3,6152,no,no
58,ninguno,bajo,medio,1,3863,si,no
20,licenciatura,bajo,bajo,1,14838,no,no
56,ninguno,bajo,bajo,5,5516,no,no
56,posgrado,medio,alto,1,22002,si,si
27,licenciatura,alto,medio,0,94978,si,si
36,ninguno,bajo,bajo,2,9637,si,si
26,licenciatura,alto,alto,3,83428,si,si
50,ninguno,alto,alto,0,90843,si,si
41,ninguno,bajo,bajo,4,6063,no,no
21,licenciatura,alto,alto,2,14581,si,si
39,licenciatura,alto,medio,0,50502,si,si
27,posgrado,medio,medio,0,9312,si,si
20,licenciatura,bajo,medio,3,4875,no,no
35,licenciatura,alto,bajo,1,2003,si,si
48,posgrado,medio,bajo,0,66706,si,si
46,ninguno,bajo,bajo,3,9424,no,no
60,ninguno,bajo,bajo,2,12772,si,no
32,ninguno,bajo,medio,3,1154,no,no
39,licenciatura,medio,alto,1,72153,si,si
20,licenciatura,medio,alto,0,73892,si,si
31,ninguno,medio,medio,1,65414,si,si
53,posgrado,medio,bajo,3,56543,si,si
48,posgrado,medio,bajo,0,31910,si,si
51,posgrado,bajo,bajo,5,3610,no,si
46,ninguno,bajo,bajo,2,17571,no,no
25,ninguno,medio,medio,2,47409,si,si
26,licenciatura,medio,medio,2,22253,si,si
57,ninguno,bajo,bajo,5,18461,no,no
51,posgrado,alto,bajo,2,23326,si,no
60,ninguno,bajo,bajo,1,2516,no,no
40,posgrado,medio,medio,1,83939,si,si
